rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
350,884898c885fffff,0.6224,208.2,26.8,residential,48678,9,30.4325,-97.9459,Tier 1 — Top 10%
351,884898cb39fffff,0.6223,208.2,15.4,residential,49233,9,30.3421,-97.8785,Tier 1 — Top 10%
352,88489e2455fffff,0.6223,207.9,18.3,commercial,270448,16,30.4314,-97.7563,Tier 1 — Top 10%
353,88489e2e31fffff,0.6214,207.6,26.5,NaN,0,0,30.4678,-97.5948,Tier 1 — Top 10%
354,88489e2057fffff,0.6213,207.8,14.7,vacant,54827,0,30.3360,-97.6121,Tier 1 — Top 10%
355,88489e368bfffff,0.6211,208.2,10.1,multifamily,142530,20,30.2737,-97.8485,Tier 1 — Top 10%
356,88489e319bfffff,0.6211,207.9,12.5,industrial,80007,12,30.2431,-97.6165,Tier 1 — Top 10%
357,8848985317fffff,0.6210,208.0,29.8,residential,96760,9,30.5125,-97.8691,Tier 1 — Top 10%
358,88489e2ee1fffff,0.6208,207.6,26.9,NaN,0,0,30.4825,-97.6162,Tier 1 — Top 10%
359,884898c923fffff,0.6207,208.0,16.6,open_space,93796,0,30.3981,-97.8258,Tier 1 — Top 10%
360,88489eadc3fffff,0.6206,208.2,13.0,residential,70433,9,30.1528,-97.7691,Tier 1 — Top 10%
361,88489e24d1fffff,0.6205,207.9,24.8,open_space,143965,0,30.4838,-97.8058,Tier 1 — Top 10%
362,88489eacb3fffff,0.6201,208.3,11.7,residential,97376,9,30.1969,-97.8333,Tier 1 — Top 10%
363,88489e2ed9fffff,0.6199,207.7,24.8,NaN,0,0,30.4808,-97.6673,Tier 1 — Top 10%
364,88489e31d7fffff,0.6199,207.9,13.9,industrial,55273,12,30.2281,-97.6053,Tier 1 — Top 10%
365,88489e35a7fffff,0.6198,207.9,9.7,residential,206626,9,30.3482,-97.7049,Tier 1 — Top 10%
366,88489e2627fffff,0.6196,207.9,14.9,commercial,450347,16,30.4010,-97.7441,Tier 1 — Top 10%
367,88489e2711fffff,0.6193,207.9,15.1,commercial,665972,16,30.4017,-97.7237,Tier 1 — Top 10%
368,88489e2e33fffff,0.6191,207.6,26.9,NaN,0,0,30.4753,-97.6004,Tier 1 — Top 10%
369,88489e35e3fffff,0.6190,207.9,6.8,residential,329130,9,30.3246,-97.7187,Tier 1 — Top 10%
370,884898c9dbfffff,0.6190,208.2,24.5,residential,48791,9,30.4257,-97.9198,Tier 1 — Top 10%
371,88489e223bfffff,0.6190,207.8,11.6,residential,99705,9,30.3044,-97.6305,Tier 1 — Top 10%
372,884898ca25fffff,0.6189,208.2,18.0,residential,49110,9,30.3332,-97.9138,Tier 1 — Top 10%
373,88489e2193fffff,0.6188,207.6,22.2,NaN,0,0,30.4140,-97.5863,Tier 1 — Top 10%
374,884898c8c3fffff,0.6188,208.2,27.0,NaN,0,0,30.4163,-97.9653,Tier 1 — Top 10%
375,88489e362bfffff,0.6186,208.2,5.8,residential,426890,9,30.2296,-97.7842,Tier 1 — Top 10%
376,88489e353bfffff,0.6184,207.9,5.5,residential,459586,9,30.3020,-97.7020,Tier 1 — Top 10%
377,88489e200bfffff,0.6184,207.7,15.6,vacant,49226,0,30.3363,-97.6019,Tier 1 — Top 10%
378,88489e328dfffff,0.6184,208.1,12.9,residential,71702,9,30.1636,-97.6830,Tier 1 — Top 10%
379,8848985a41fffff,0.6183,207.8,28.6,NaN,0,0,30.5242,-97.7520,Tier 1 — Top 10%
380,88489e2093fffff,0.6180,207.8,18.0,commercial,203345,16,30.4116,-97.6578,Tier 1 — Top 10%
381,88489e3a8bfffff,0.6180,207.7,21.5,vacant,48938,0,30.2308,-97.5238,Tier 1 — Top 10%
382,8848985339fffff,0.6179,208.0,28.5,NaN,0,0,30.5053,-97.8533,Tier 1 — Top 10%
383,88489e223dfffff,0.6177,207.8,12.8,NaN,0,0,30.2973,-97.6148,Tier 1 — Top 10%
384,88489e36c3fffff,0.6176,208.2,10.1,residential,145094,9,30.2582,-97.8475,Tier 1 — Top 10%
385,88489e2e69fffff,0.6174,207.6,23.1,NaN,0,0,30.4219,-97.5817,Tier 1 — Top 10%
386,88489e2547fffff,0.6174,207.8,19.1,residential,221982,9,30.4267,-97.6690,Tier 1 — Top 10%
387,88489e2267fffff,0.6173,207.8,14.0,residential,54936,9,30.2746,-97.5980,Tier 1 — Top 10%
388,88489e2ebbfffff,0.6171,207.6,29.7,NaN,0,0,30.5202,-97.6442,Tier 1 — Top 10%
389,8848985b4bfffff,0.6167,207.7,29.3,NaN,0,0,30.5263,-97.6907,Tier 1 — Top 10%
390,88489e2545fffff,0.6167,207.8,18.5,residential,215862,9,30.4192,-97.6634,Tier 1 — Top 10%
391,88489e22c9fffff,0.6167,207.9,8.0,residential,246107,9,30.3030,-97.6714,Tier 1 — Top 10%
392,88489e2531fffff,0.6166,207.7,23.2,vacant,119119,0,30.4654,-97.6663,Tier 1 — Top 10%
393,88489e3417fffff,0.6164,208.1,5.3,residential,482348,9,30.2991,-97.7836,Tier 1 — Top 10%
394,884898d85bfffff,0.6163,208.5,23.5,vacant,48840,0,30.2071,-97.9771,Tier 1 — Top 10%
395,88489e22abfffff,0.6163,207.8,12.4,residential,103215,9,30.3425,-97.6483,Tier 1 — Top 10%
396,88489eac57fffff,0.6163,208.3,18.4,residential,79440,9,30.1126,-97.8125,Tier 1 — Top 10%
397,88489e3a21fffff,0.6162,207.7,29.6,NaN,0,0,30.1869,-97.4496,Tier 1 — Top 10%
398,884898cab5fffff,0.6160,208.3,26.7,NaN,0,0,30.4005,-97.9745,Tier 1 — Top 10%
399,88489e2533fffff,0.6157,207.7,23.9,industrial,109910,12,30.4729,-97.6719,Tier 1 — Top 10%
400,88489e22adfffff,0.6156,207.8,13.0,commercial,74035,16,30.3353,-97.6325,Tier 1 — Top 10%
401,884898cb61fffff,0.6155,208.2,11.9,residential,91020,9,30.3120,-97.8561,Tier 1 — Top 10%
402,88489e3051fffff,0.6154,208.0,14.9,residential,49258,9,30.1650,-97.6422,Tier 1 — Top 10%
403,88489e2e89fffff,0.6153,207.7,26.5,NaN,0,0,30.4894,-97.6422,Tier 1 — Top 10%
404,8848985141fffff,0.6148,207.9,29.3,NaN,0,0,30.5218,-97.8236,Tier 1 — Top 10%
405,88489e04cdfffff,0.6147,207.8,30.0,NaN,0,0,30.0924,-97.5050,Tier 1 — Top 10%
406,88489e3093fffff,0.6146,208.0,6.1,residential,390521,9,30.2486,-97.6832,Tier 1 — Top 10%
407,88489e2703fffff,0.6146,207.9,14.6,residential,520716,9,30.3945,-97.7079,Tier 1 — Top 10%
408,88489e366bfffff,0.6146,208.2,8.0,residential,242004,9,30.2062,-97.7879,Tier 1 — Top 10%
409,88489e24ddfffff,0.6145,207.9,23.9,commercial,118005,16,30.4763,-97.8001,Tier 1 — Top 10%
410,88489e3ad9fffff,0.6144,207.8,20.1,vacant,49006,0,30.2147,-97.5432,Tier 1 — Top 10%
411,88489e2051fffff,0.6144,207.8,13.9,vacant,55791,0,30.3281,-97.6167,Tier 1 — Top 10%
412,88489e3709fffff,0.6144,208.1,5.8,residential,422834,9,30.2159,-97.7323,Tier 2 — Top 25%
413,88489e224dfffff,0.6143,207.9,11.8,industrial,94907,12,30.2507,-97.6221,Tier 2 — Top 25%
414,88489e3057fffff,0.6142,208.0,14.6,residential,49275,9,30.1729,-97.6376,Tier 2 — Top 25%
415,88489e2453fffff,0.6141,207.9,19.3,residential,194105,9,30.4386,-97.7721,Tier 2 — Top 25%
416,88489e3281fffff,0.6141,208.1,11.9,vacant,91816,0,30.1711,-97.6885,Tier 2 — Top 25%
417,8848985325fffff,0.6141,207.9,26.7,NaN,0,0,30.4988,-97.8170,Tier 2 — Top 25%
418,88489e2451fffff,0.6138,207.9,18.4,residential,234419,9,30.4311,-97.7665,Tier 2 — Top 25%
419,884898db57fffff,0.6134,208.4,20.8,vacant,48968,0,30.1627,-97.9231,Tier 2 — Top 25%
420,884898ca45fffff,0.6134,208.3,19.5,NaN,0,0,30.3012,-97.9424,Tier 2 — Top 25%
421,88489e3767fffff,0.6134,208.0,6.9,residential,324357,9,30.2170,-97.7017,Tier 2 — Top 25%
422,88489e25a1fffff,0.6134,207.7,26.9,NaN,0,0,30.5034,-97.6841,Tier 2 — Top 25%
423,88489e2231fffff,0.6131,207.8,12.5,residential,78976,9,30.3048,-97.6203,Tier 2 — Top 25%
424,88489e301dfffff,0.6131,208.0,14.3,residential,50485,9,30.1807,-97.6330,Tier 2 — Top 25%
425,884898c93dfffff,0.6130,208.1,17.0,open_space,77089,0,30.3977,-97.8360,Tier 2 — Top 25%
426,88489e25bbfffff,0.6129,207.7,28.0,NaN,0,0,30.5178,-97.7157,Tier 2 — Top 25%
427,884898ca09fffff,0.6128,208.3,20.9,NaN,0,0,30.3162,-97.9536,Tier 2 — Top 25%
428,884898c99bfffff,0.6126,208.1,26.2,NaN,0,0,30.4490,-97.9162,Tier 2 — Top 25%
429,88489e3539fffff,0.6124,207.9,5.4,residential,464884,9,30.2945,-97.6964,Tier 2 — Top 25%
430,88489e364dfffff,0.6124,208.2,10.0,residential,148321,9,30.1905,-97.7971,Tier 2 — Top 25%
431,88489e31b3fffff,0.6123,207.8,15.0,residential,49253,9,30.2596,-97.5869,Tier 2 — Top 25%
432,884898c939fffff,0.6121,208.1,17.5,commercial,63357,16,30.3974,-97.8463,Tier 2 — Top 25%
433,88489e3743fffff,0.6120,208.1,6.6,industrial,345302,12,30.2080,-97.7369,Tier 2 — Top 25%
434,88489e2049fffff,0.6120,207.8,14.4,NaN,0,0,30.3055,-97.5999,Tier 2 — Top 25%
435,88489e3087fffff,0.6119,207.9,9.5,residential,166655,9,30.2342,-97.6517,Tier 2 — Top 25%
436,884898c849fffff,0.6119,208.2,19.6,residential,49026,9,30.3482,-97.9250,Tier 2 — Top 25%
437,88489e2557fffff,0.6119,207.8,20.0,residential,240281,9,30.4414,-97.6904,Tier 2 — Top 25%
438,88489ea4e3fffff,0.6118,208.6,30.3,NaN,0,0,30.0983,-97.9904,Tier 2 — Top 25%
439,88489e213dfffff,0.6118,207.6,24.3,NaN,0,0,30.3548,-97.5110,Tier 2 — Top 25%
440,88489e2f17fffff,0.6116,207.5,29.5,NaN,0,0,30.4695,-97.5437,Tier 2 — Top 25%
441,88489e370dfffff,0.6116,208.1,6.0,residential,400616,9,30.2163,-97.7221,Tier 2 — Top 25%
442,88489e2139fffff,0.6116,207.6,23.4,NaN,0,0,30.3544,-97.5212,Tier 2 — Top 25%
443,88489e2563fffff,0.6115,207.7,20.5,residential,158365,9,30.4349,-97.6541,Tier 2 — Top 25%
444,88489e2237fffff,0.6115,207.8,13.2,residential,65844,9,30.3127,-97.6157,Tier 2 — Top 25%
445,88489e2eb9fffff,0.6114,207.6,29.1,NaN,0,0,30.5127,-97.6386,Tier 2 — Top 25%
446,88489e36edfffff,0.6110,208.2,6.8,open_space,331699,0,30.2518,-97.8112,Tier 2 — Top 25%
447,884898532dfffff,0.6110,207.9,26.0,NaN,0,0,30.4910,-97.8216,Tier 2 — Top 25%
448,8848985b43fffff,0.6108,207.7,30.2,NaN,0,0,30.5342,-97.6860,Tier 2 — Top 25%
449,88489e24d7fffff,0.6108,207.9,25.6,residential,155508,9,30.4917,-97.8011,Tier 2 — Top 25%
450,88489e26b7fffff,0.6108,207.9,23.1,commercial,104575,16,30.4684,-97.8048,Tier 2 — Top 25%
451,88489e2eddfffff,0.6106,207.7,25.2,NaN,0,0,30.4812,-97.6571,Tier 2 — Top 25%
452,884898ca2bfffff,0.6105,208.3,19.7,residential,49022,9,30.3324,-97.9342,Tier 2 — Top 25%
453,884898c82bfffff,0.6103,208.2,20.3,commercial,48994,16,30.3877,-97.9020,Tier 2 — Top 25%
454,884898d91dfffff,0.6103,208.3,14.5,residential,49280,9,30.2259,-97.8863,Tier 2 — Top 25%
455,88489e25c9fffff,0.6102,207.8,22.0,vacant,174578,0,30.4637,-97.7174,Tier 2 — Top 25%
456,88489e354dfffff,0.6099,208.0,5.2,vacant,488454,0,30.2482,-97.6934,Tier 2 — Top 25%
457,884898c8c7fffff,0.6096,208.2,26.3,NaN,0,0,30.4167,-97.9551,Tier 2 — Top 25%
458,88489e24e1fffff,0.6096,207.9,23.5,vacant,110152,0,30.4777,-97.7593,Tier 2 — Top 25%
459,88489e22ebfffff,0.6090,207.8,10.5,residential,130757,9,30.3192,-97.6519,Tier 2 — Top 25%
460,88489e36e5fffff,0.6090,208.2,6.2,residential,385961,9,30.2597,-97.8066,Tier 2 — Top 25%
461,88489e32a7fffff,0.6090,208.0,12.0,infrastructure,89838,0,30.1876,-97.6589,Tier 2 — Top 25%
462,88489e2e97fffff,0.6087,207.6,29.4,NaN,0,0,30.5198,-97.6544,Tier 2 — Top 25%
463,8848985367fffff,0.6086,208.0,25.3,NaN,0,0,30.4831,-97.8262,Tier 2 — Top 25%
464,884898d903fffff,0.6084,208.3,13.6,residential,60683,9,30.2263,-97.8761,Tier 2 — Top 25%
465,88489e2ac9fffff,0.6082,207.6,26.0,NaN,0,0,30.3630,-97.4962,Tier 2 — Top 25%
466,88489e2297fffff,0.6082,207.9,11.7,residential,197294,9,30.3568,-97.6799,Tier 2 — Top 25%
467,88489e2541fffff,0.6081,207.8,18.1,commercial,259782,16,30.4188,-97.6736,Tier 2 — Top 25%
468,88489e24dbfffff,0.6080,207.9,25.0,NaN,0,0,30.4834,-97.8160,Tier 2 — Top 25%
469,88489e2e8dfffff,0.6078,207.6,26.9,NaN,0,0,30.4897,-97.6320,Tier 2 — Top 25%
470,884898c8b3fffff,0.6078,208.2,30.0,NaN,0,0,30.4629,-97.9582,Tier 2 — Top 25%
471,884898c845fffff,0.6076,208.2,18.9,residential,49065,9,30.3565,-97.9102,Tier 2 — Top 25%
472,88489e20c3fffff,0.6076,207.8,15.4,industrial,131424,12,30.3736,-97.6400,Tier 2 — Top 25%
473,88489e200dfffff,0.6075,207.7,16.6,vacant,49177,0,30.3291,-97.5861,Tier 2 — Top 25%
474,88489e375bfffff,0.6075,208.1,6.1,residential,389650,9,30.2149,-97.7629,Tier 2 — Top 25%
475,884898ca0bfffff,0.6073,208.3,21.7,NaN,0,0,30.3238,-97.9592,Tier 2 — Top 25%
476,88489e2519fffff,0.6073,207.8,20.7,residential,218534,9,30.4490,-97.6960,Tier 2 — Top 25%
477,88489e2087fffff,0.6072,207.7,18.3,industrial,113068,12,30.3973,-97.6262,Tier 2 — Top 25%
478,88489e35a9fffff,0.6072,207.9,7.8,residential,257845,9,30.3325,-97.7141,Tier 2 — Top 25%
479,88489e25a7fffff,0.6071,207.7,27.8,NaN,0,0,30.5113,-97.6795,Tier 2 — Top 25%
480,88489e326dfffff,0.6070,208.0,22.3,vacant,48897,0,30.0961,-97.6226,Tier 2 — Top 25%
481,88489eadd9fffff,0.6070,208.2,13.6,residential,60750,9,30.1521,-97.7895,Tier 2 — Top 25%
482,88489eada9fffff,0.6069,208.1,10.9,residential,118265,9,30.1693,-97.7395,Tier 2 — Top 25%
483,88489e30ebfffff,0.6069,207.9,11.3,residential,107180,9,30.2112,-97.6451,Tier 2 — Top 25%
484,88489e2629fffff,0.6069,207.9,13.2,residential,342665,9,30.3852,-97.7533,Tier 2 — Top 25%
485,88489e202bfffff,0.6069,207.7,18.1,vacant,49100,0,30.3449,-97.5769,Tier 2 — Top 25%
486,88489e2553fffff,0.6067,207.8,19.8,commercial,265886,16,30.4411,-97.7006,Tier 2 — Top 25%
487,88489ead6dfffff,0.6066,208.1,19.9,NaN,0,0,30.0936,-97.6938,Tier 2 — Top 25%
488,88489eada7fffff,0.6062,208.1,9.2,open_space,179904,0,30.1851,-97.7303,Tier 2 — Top 25%
489,88489e31a1fffff,0.6061,207.8,17.9,vacant,49112,0,30.2373,-97.5599,Tier 2 — Top 25%
490,88489e25b7fffff,0.6061,207.7,29.1,NaN,0,0,30.5260,-97.7009,Tier 2 — Top 25%
491,884898ca17fffff,0.6060,208.3,23.1,NaN,0,0,30.3467,-97.9659,Tier 2 — Top 25%
492,884898cb15fffff,0.6059,208.2,16.3,residential,49193,9,30.3418,-97.8887,Tier 2 — Top 25%
493,8848985a49fffff,0.6058,207.8,27.7,residential,71973,9,30.5164,-97.7566,Tier 2 — Top 25%
494,88489e2435fffff,0.6058,207.8,21.9,NaN,0,0,30.4633,-97.7276,Tier 2 — Top 25%
495,8848985b47fffff,0.6057,207.7,30.4,NaN,0,0,30.5346,-97.6758,Tier 2 — Top 25%
496,88489e2487fffff,0.6055,207.9,26.1,residential,106373,9,30.5003,-97.7761,Tier 2 — Top 25%
497,8848985147fffff,0.6055,207.9,30.1,NaN,0,0,30.5297,-97.8190,Tier 2 — Top 25%
498,88489e2005fffff,0.6055,207.7,17.3,residential,49139,9,30.3370,-97.5815,Tier 2 — Top 25%
499,88489e32c7fffff,0.6052,208.1,13.5,residential,61577,9,30.1557,-97.6876,Tier 2 — Top 25%
500,88489e2499fffff,0.6051,207.9,26.5,open_space,186697,0,30.4992,-97.8068,Tier 2 — Top 25%
501,88489e25b5fffff,0.6049,207.7,28.3,NaN,0,0,30.5185,-97.6953,Tier 2 — Top 25%
502,88489e25ddfffff,0.6048,207.8,23.6,vacant,124375,0,30.4787,-97.7286,Tier 2 — Top 25%
503,88489e26a1fffff,0.6047,207.9,20.3,residential,138664,9,30.4458,-97.7879,Tier 2 — Top 25%
504,88489e209bfffff,0.6046,207.8,17.0,commercial,226708,16,30.4038,-97.6624,Tier 2 — Top 25%
505,88489e34a7fffff,0.6046,208.0,9.3,residential,175956,9,30.3458,-97.7764,Tier 2 — Top 25%
506,88489eac15fffff,0.6045,208.3,16.5,vacant,54074,0,30.1284,-97.8033,Tier 2 — Top 25%
507,88489e3233fffff,0.6044,208.0,15.8,open_space,49215,0,30.1492,-97.6514,Tier 2 — Top 25%
508,8848985345fffff,0.6044,208.0,24.3,NaN,0,0,30.4669,-97.8457,Tier 2 — Top 25%
509,88489e35e5fffff,0.6042,207.9,6.8,residential,330067,9,30.3174,-97.7029,Tier 2 — Top 25%
510,88489e2353fffff,0.6041,207.8,15.5,residential,49233,9,30.2829,-97.5832,Tier 2 — Top 25%
511,8848985109fffff,0.6041,207.9,31.0,NaN,0,0,30.5372,-97.8246,Tier 2 — Top 25%
512,88489e3097fffff,0.6041,208.0,7.0,industrial,310452,12,30.2489,-97.6730,Tier 2 — Top 25%
513,88489e253bfffff,0.6040,207.7,22.9,residential,133681,9,30.4651,-97.6765,Tier 2 — Top 25%
514,88489e21e9fffff,0.6040,207.6,22.3,NaN,0,0,30.3692,-97.5426,Tier 2 — Top 25%
515,88489e25a3fffff,0.6039,207.7,27.6,NaN,0,0,30.5109,-97.6897,Tier 2 — Top 25%
516,884898c8bbfffff,0.6038,208.2,29.7,NaN,0,0,30.4550,-97.9628,Tier 2 — Top 25%
517,88489e305bfffff,0.6035,208.0,14.4,residential,49733,9,30.1646,-97.6524,Tier 2 — Top 25%
518,884898d9a1fffff,0.6034,208.3,13.7,residential,58983,9,30.2801,-97.8847,Tier 2 — Top 25%
519,8848985303fffff,0.6034,208.0,27.9,open_space,119185,0,30.4974,-97.8579,Tier 2 — Top 25%
520,88489e31d5fffff,0.6033,207.9,14.7,vacant,49269,0,30.2205,-97.5997,Tier 2 — Top 25%
521,88489eaeb1fffff,0.6033,208.4,18.6,vacant,56841,0,30.1341,-97.8599,Tier 2 — Top 25%
522,88489e20c7fffff,0.6032,207.8,16.1,vacant,109672,0,30.3740,-97.6298,Tier 2 — Top 25%
523,88489e3655fffff,0.6029,208.2,9.1,residential,185952,9,30.2131,-97.8139,Tier 2 — Top 25%
524,88489e3749fffff,0.6029,208.1,8.3,residential,224804,9,30.1926,-97.7359,Tier 2 — Top 25%
525,88489e2131fffff,0.6029,207.6,24.2,NaN,0,0,30.3623,-97.5166,Tier 2 — Top 25%
526,88489e2555fffff,0.6029,207.8,19.4,residential,256158,9,30.4339,-97.6848,Tier 2 — Top 25%
527,88489e3607fffff,0.6028,208.2,6.5,residential,354942,9,30.2292,-97.7944,Tier 2 — Top 25%
528,884898506dfffff,0.6026,208.0,30.5,NaN,0,0,30.5203,-97.8645,Tier 2 — Top 25%
529,884898520dfffff,0.6026,208.1,29.0,NaN,0,0,30.4798,-97.9183,Tier 2 — Top 25%
530,88489e24d5fffff,0.6026,207.9,24.6,residential,128327,9,30.4841,-97.7955,Tier 2 — Top 25%
531,88489e2e07fffff,0.6026,207.6,25.1,NaN,0,0,30.4524,-97.5938,Tier 2 — Top 25%
532,88489e3643fffff,0.6026,208.2,9.3,residential,176658,9,30.2055,-97.8083,Tier 2 — Top 25%
533,88489e3287fffff,0.6023,208.0,11.3,industrial,105761,12,30.1790,-97.6839,Tier 2 — Top 25%
534,88489e2007fffff,0.6023,207.7,17.3,vacant,49143,0,30.3445,-97.5871,Tier 2 — Top 25%
535,88489e2257fffff,0.6023,207.9,9.6,residential,163334,9,30.2808,-97.6444,Tier 2 — Top 25%
536,88489e3acbfffff,0.6021,207.8,21.8,residential,48923,9,30.2075,-97.5274,Tier 2 — Top 25%
537,884898d8e5fffff,0.6021,208.4,19.9,vacant,49015,0,30.2545,-97.9496,Tier 2 — Top 25%
538,884898d963fffff,0.6020,208.3,12.4,residential,81632,9,30.2116,-97.8547,Tier 2 — Top 25%
539,88489e2425fffff,0.6020,207.8,20.5,industrial,235320,12,30.4486,-97.7062,Tier 2 — Top 25%
540,88489e3689fffff,0.6019,208.2,9.6,residential,164052,9,30.2661,-97.8429,Tier 2 — Top 25%
541,88489ea4adfffff,0.6017,208.6,28.6,NaN,0,0,30.1066,-97.9756,Tier 2 — Top 25%
542,884898db05fffff,0.6016,208.4,18.4,residential,49088,9,30.1638,-97.8925,Tier 2 — Top 25%
543,88489eae91fffff,0.6014,208.4,20.8,vacant,52173,0,30.1254,-97.8849,Tier 2 — Top 25%
544,88489e25c1fffff,0.6013,207.8,22.9,residential,145594,9,30.4715,-97.7128,Tier 2 — Top 25%
545,88489e2713fffff,0.6013,207.9,15.8,residential,553256,9,30.4092,-97.7293,Tier 2 — Top 25%
546,88489e24d3fffff,0.6010,207.9,25.8,NaN,0,0,30.4913,-97.8114,Tier 2 — Top 25%
547,88489e2133fffff,0.6007,207.6,24.1,NaN,0,0,30.3698,-97.5222,Tier 2 — Top 25%
548,88489e3547fffff,0.6006,208.0,4.7,residential,556861,9,30.2636,-97.6944,Tier 2 — Top 25%
549,88489eaee3fffff,0.6006,208.4,20.8,NaN,0,0,30.1036,-97.8477,Tier 2 — Top 25%
550,88489e2ec7fffff,0.6006,207.7,26.0,NaN,0,0,30.4818,-97.6366,Tier 2 — Top 25%
551,8848985a65fffff,0.6005,207.7,29.7,NaN,0,0,30.5332,-97.7167,Tier 2 — Top 25%
552,88489e2205fffff,0.6005,207.8,12.5,vacant,78626,0,30.2818,-97.6138,Tier 2 — Top 25%
553,88489e22b3fffff,0.6001,207.8,13.2,residential,182599,9,30.3651,-97.6651,Tier 2 — Top 25%
554,884898c8c5fffff,0.6000,208.2,25.3,NaN,0,0,30.4092,-97.9495,Tier 2 — Top 25%
555,88489e2285fffff,0.5999,207.8,11.5,residential,102808,9,30.3346,-97.6529,Tier 2 — Top 25%
556,884898cb41fffff,0.5998,208.2,13.8,residential,56447,9,30.3034,-97.8811,Tier 2 — Top 25%
557,88489eadb5fffff,0.5997,208.1,8.3,residential,223915,9,30.1923,-97.7461,Tier 2 — Top 25%
558,88489e3591fffff,0.5996,208.0,8.9,residential,194483,9,30.3465,-97.7560,Tier 2 — Top 25%
559,88489eaedbfffff,0.5993,208.5,23.7,NaN,0,0,30.1017,-97.8986,Tier 2 — Top 25%
560,88489eadebfffff,0.5993,208.2,12.7,residential,76143,9,30.1535,-97.7487,Tier 2 — Top 25%
561,884898cb27fffff,0.5992,208.1,13.1,residential,67407,9,30.3432,-97.8479,Tier 2 — Top 25%
562,88489e2e47fffff,0.5989,207.6,22.8,NaN,0,0,30.4291,-97.5975,Tier 2 — Top 25%
563,88489e2525fffff,0.5988,207.7,22.9,NaN,0,0,30.4510,-97.6347,Tier 2 — Top 25%
564,884898ca43fffff,0.5987,208.3,21.2,NaN,0,0,30.3083,-97.9582,Tier 2 — Top 25%
565,88489e2719fffff,0.5986,207.9,14.1,commercial,563690,16,30.3938,-97.7283,Tier 2 — Top 25%
566,884898d965fffff,0.5985,208.3,11.5,residential,100342,9,30.2044,-97.8389,Tier 2 — Top 25%
567,88489e2697fffff,0.5985,208.0,23.0,residential,89550,9,30.4598,-97.8298,Tier 2 — Top 25%
568,88489e24b7fffff,0.5981,207.8,28.6,NaN,0,0,30.5235,-97.7725,Tier 2 — Top 25%
569,884898caa9fffff,0.5980,208.3,24.8,NaN,0,0,30.3776,-97.9679,Tier 2 — Top 25%
570,88489e2eb1fffff,0.5980,207.6,30.1,NaN,0,0,30.5205,-97.6340,Tier 2 — Top 25%
571,88489e2441fffff,0.5978,207.9,16.6,residential,396219,9,30.4164,-97.7451,Tier 2 — Top 25%
572,88489eac6bfffff,0.5978,208.3,19.1,vacant,55005,0,30.0983,-97.7809,Tier 2 — Top 25%
573,88489e34ddfffff,0.5978,208.1,9.4,residential,171173,9,30.3131,-97.8254,Tier 2 — Top 25%
574,884898c827fffff,0.5977,208.1,19.9,residential,49014,9,30.3959,-97.8871,Tier 2 — Top 25%
575,8848985b55fffff,0.5977,207.7,30.9,NaN,0,0,30.5417,-97.6916,Tier 2 — Top 25%
576,88489e2643fffff,0.5975,208.0,11.9,residential,174233,9,30.3687,-97.7830,Tier 2 — Top 25%
577,884898ca23fffff,0.5975,208.3,19.7,residential,49026,9,30.3403,-97.9296,Tier 2 — Top 25%
578,88489e2717fffff,0.5975,207.9,16.0,residential,580270,9,30.4095,-97.7190,Tier 2 — Top 25%
579,88489e3193fffff,0.5974,207.9,12.7,vacant,74609,0,30.2510,-97.6119,Tier 2 — Top 25%
580,88489e36d3fffff,0.5974,208.2,12.1,residential,87489,9,30.2729,-97.8689,Tier 2 — Top 25%
581,884898d91bfffff,0.5973,208.3,15.7,residential,49219,9,30.2331,-97.9021,Tier 2 — Top 25%
582,88489e2c1dfffff,0.5973,207.5,30.8,NaN,0,0,30.5068,-97.5819,Tier 2 — Top 25%
583,88489e249bfffff,0.5970,207.9,27.4,NaN,0,0,30.5067,-97.8124,Tier 2 — Top 25%
584,884898510dfffff,0.5968,207.9,30.8,NaN,0,0,30.5375,-97.8144,Tier 2 — Top 25%
585,88489e2e81fffff,0.5966,207.6,27.5,NaN,0,0,30.4972,-97.6376,Tier 2 — Top 25%
586,88489e36d7fffff,0.5966,208.2,11.1,residential,111682,9,30.2733,-97.8587,Tier 2 — Top 25%
587,88489e35e1fffff,0.5966,207.9,6.2,residential,377741,9,30.3171,-97.7131,Tier 2 — Top 25%
588,88489e24a1fffff,0.5965,207.8,26.0,residential,72144,9,30.5010,-97.7556,Tier 2 — Top 25%
589,8848985b01fffff,0.5965,207.6,32.1,NaN,0,0,30.5500,-97.6768,Tier 2 — Top 25%
590,884898ca0dfffff,0.5964,208.3,20.0,NaN,0,0,30.3166,-97.9434,Tier 2 — Top 25%
591,88489ead8bfffff,0.5964,208.2,11.3,residential,106581,9,30.1682,-97.7701,Tier 2 — Top 25%
592,88489e25e3fffff,0.5962,207.7,25.0,NaN,0,0,30.4876,-97.6933,Tier 2 — Top 25%
593,88489e365bfffff,0.5959,208.2,10.7,residential,124860,9,30.2123,-97.8343,Tier 2 — Top 25%
594,88489e2027fffff,0.5957,207.7,19.8,NaN,0,0,30.3531,-97.5620,Tier 2 — Top 25%
595,884898c8a9fffff,0.5956,208.2,26.1,residential,48711,9,30.4328,-97.9357,Tier 2 — Top 25%
